CENTRAL POLLUTION CONTROL BOARD,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,
"Date: Saturday, Mar 09 2024",,,,,,,
Time: 11:10:08 PM,,,,,,,
Station,"Bapuji Nagar, Bengaluru - KSPCB",,,,,,
Parameter,"PM10,NO2,CO,Ozone,Temp,RH",,,,,,
AvgPeriod,24 Hours,,,,,,
From,01-02-2019 T00:00:00Z 00:00,,,,,,
To,29-02-2024 T23:06:59Z 00:00,,,,,,
,,,,,,,
"Bapuji Nagar, Bengaluru - KSPCB",,,,,,,
 , ,Bapuji Nagar  Bengaluru - KSPCB , , , , ,
From Date,To Date,PM10,NO2,CO,Ozone,Temp,RH
21-07-2022 00:00,22-07-2022 00:00,130.53,8.44,0.98,12.39,26.97,76.7
22-07-2022 00:00,23-07-2022 00:00,97.92,8.46,0.92,11.27,26.59,78.28
23-07-2022 00:00,24-07-2022 00:00,70.23,7.91,0.81,10.48,27.33,80.93
24-07-2022 00:00,25-07-2022 00:00,59.64,7.51,0.63,12.15,27.34,80.05
25-07-2022 00:00,26-07-2022 00:00,73.76,7.5,0.78,10.58,27.7,72.26
26-07-2022 00:00,27-07-2022 00:00,69.43,6.1,0.79,11.42,25.89,71.85
27-07-2022 00:00,28-07-2022 00:00,68.48,9.23,0.97,10.94,27.62,75.27
28-07-2022 00:00,29-07-2022 00:00,69.61,11.26,1,29.77,28.75,73.6
29-07-2022 00:00,30-07-2022 00:00,100.59,12.72,0.85,17.62,29.23,66.51
30-07-2022 00:00,31-07-2022 00:00,75.6,12.95,0.87,18.57,28.75,70.23
31-07-2022 00:00,01-08-2022 00:00,50.55,13.82,0.94,15.91,27.79,80.68
01-08-2022 00:00,02-08-2022 00:00,56.81,15.87,0.96,15.04,29.17,75.42
02-08-2022 00:00,03-08-2022 00:00,42.71,15.05,0.9,15.98,28.23,81.08
03-08-2022 00:00,04-08-2022 00:00,48.52,13.94,0.98,13.91,28.84,83.67
04-08-2022 00:00,05-08-2022 00:00,41.46,14.16,0.78,12.91,27.95,86.75
05-08-2022 00:00,06-08-2022 00:00,40.12,8.56,0.55,13.48,28.19,85.09
06-08-2022 00:00,07-08-2022 00:00,28.21,8.46,0.44,14.34,27.53,82.67
07-08-2022 00:00,08-08-2022 00:00,49.29,8.66,0.48,14.15,27.7,82.39
08-08-2022 00:00,09-08-2022 00:00,104.8,8.57,0.64,10.74,27.9,80.38
09-08-2022 00:00,10-08-2022 00:00,60.68,8.26,0.53,11.94,27.69,77
10-08-2022 00:00,11-08-2022 00:00,48.8,9.6,0.4,14.4,24.27,73.83
11-08-2022 00:00,12-08-2022 00:00,69.18,10.82,0.53,12.27,22.12,73.22
12-08-2022 00:00,13-08-2022 00:00,70.35,11.46,0.72,10.74,24.14,72.17
13-08-2022 00:00,14-08-2022 00:00,56.06,10.97,0.85,9.9,24.57,72.17
14-08-2022 00:00,15-08-2022 00:00,54.41,9.71,0.7,9.41,24.61,73.16
15-08-2022 00:00,16-08-2022 00:00,46.97,9.37,0.59,8.18,24.6,73.01
16-08-2022 00:00,17-08-2022 00:00,68.12,10.35,0.65,7.39,27.12,65.34
17-08-2022 00:00,18-08-2022 00:00,63.5,8.94,1.06,5.47,27.89,65.77
18-08-2022 00:00,19-08-2022 00:00,59.88,9.61,0.85,4.17,25.1,65.25
19-08-2022 00:00,20-08-2022 00:00,53.5,8.52,0.74,3.62,26.16,68.33
20-08-2022 00:00,21-08-2022 00:00,54.25,8.85,0.65,6.81,25.49,69.12
21-08-2022 00:00,22-08-2022 00:00,41.77,7.64,0.62,14.41,25.63,75.15
22-08-2022 00:00,23-08-2022 00:00,64.04,8.68,0.76,12.06,24.77,76.65
23-08-2022 00:00,24-08-2022 00:00,66.12,9.23,0.84,12.1,25.85,75.72
24-08-2022 00:00,25-08-2022 00:00,44.79,9.43,0.56,11.08,26.19,79.05
25-08-2022 00:00,26-08-2022 00:00,71.1,10.89,0.91,11,25.52,74.6
26-08-2022 00:00,27-08-2022 00:00,68.66,12.26,1.02,10.71,24.97,80.7
27-08-2022 00:00,28-08-2022 00:00,51.09,15.23,0.86,15.5,25.15,78.64
28-08-2022 00:00,29-08-2022 00:00,50.16,14.76,0.74,20.07,24.71,74.08
29-08-2022 00:00,30-08-2022 00:00,63.89,17.02,0.85,19.44,25.83,81.49
30-08-2022 00:00,31-08-2022 00:00,97.5,20.24,1.17,19.05,24,71.55
31-08-2022 00:00,01-09-2022 00:00,80.9,14.36,0.88,18.79,23.92,73.67
01-09-2022 00:00,02-09-2022 00:00,84.81,16.43,0.84,16.72,23.36,79.51
02-09-2022 00:00,03-09-2022 00:00,79.26,13.56,0.88,19.63,23.67,72.1
03-09-2022 00:00,04-09-2022 00:00,75.35,15.38,0.75,32.53,23.55,70.66
04-09-2022 00:00,05-09-2022 00:00,61.91,15.68,0.79,24.53,24.49,74.77
05-09-2022 00:00,06-09-2022 00:00,50.65,18.69,0.89,34.36,24.53,75
06-09-2022 00:00,07-09-2022 00:00,50.61,14.73,0.64,22.43,24.45,77.48
07-09-2022 00:00,08-09-2022 00:00,34.96,11.81,0.52,14.24,24.06,81.15
08-09-2022 00:00,09-09-2022 00:00,36.52,11.55,0.58,10.77,24.28,82.46
09-09-2022 00:00,10-09-2022 00:00,38.04,10.03,0.51,13.27,24.57,77.05
10-09-2022 00:00,11-09-2022 00:00,113.5,10.05,0.72,10.74,24.38,78.53
11-09-2022 00:00,12-09-2022 00:00,44.29,7.91,0.39,13.95,24.03,76.6
12-09-2022 00:00,13-09-2022 00:00,58.7,9.34,0.47,15.43,23.92,74.07
13-09-2022 00:00,14-09-2022 00:00,68.01,10.84,0.55,13.17,23.75,79.03
14-09-2022 00:00,15-09-2022 00:00,46.49,9.87,0.51,13.1,24.06,75.14
15-09-2022 00:00,16-09-2022 00:00,45.33,9.94,0.58,12.77,24.16,72.8
16-09-2022 00:00,17-09-2022 00:00,68.67,9.78,0.58,13.85,24.77,72.14
17-09-2022 00:00,18-09-2022 00:00,52.7,10.62,0.6,14.12,26.17,68.81
18-09-2022 00:00,19-09-2022 00:00,55.9,9.34,0.58,16.45,25.56,67.74
19-09-2022 00:00,20-09-2022 00:00,67.84,9.88,0.54,15.38,24.57,69.83
20-09-2022 00:00,21-09-2022 00:00,76.15,10.37,0.54,17.37,26.98,67.2
21-09-2022 00:00,22-09-2022 00:00,66.17,9.98,0.78,16.75,28.78,67.2
22-09-2022 00:00,23-09-2022 00:00,67.26,11.34,0.56,21.12,27.03,61.72
23-09-2022 00:00,24-09-2022 00:00,64.45,10.2,0.56,21.27,27.18,62.86
24-09-2022 00:00,25-09-2022 00:00,52.99,10.12,0.7,17.94,27.14,66.04
25-09-2022 00:00,26-09-2022 00:00,61.03,11.39,0.76,16.86,25.83,64.89
26-09-2022 00:00,27-09-2022 00:00,80.52,13.15,1.03,12.75,23.89,72.43
27-09-2022 00:00,28-09-2022 00:00,53.77,11.15,0.61,16.51,28.67,71.26
28-09-2022 00:00,29-09-2022 00:00,24.07,24.07,0.74,23.56,26.04,63.45
29-09-2022 00:00,30-09-2022 00:00,24.07,24.07,0.74,23.56,26.04,63.45
30-09-2022 00:00,01-10-2022 00:00,58.74,21.5,0.73,23.31,26.58,70.61
01-10-2022 00:00,02-10-2022 00:00,42.27,18.22,0.69,15.36,27.17,82.54
02-10-2022 00:00,03-10-2022 00:00,69.68,16.27,0.74,23.9,27.95,74.25
03-10-2022 00:00,04-10-2022 00:00,96.31,16.64,1.26,15.61,28.1,77.55
04-10-2022 00:00,05-10-2022 00:00,90.34,17.69,1,20.91,28.5,71.07
05-10-2022 00:00,06-10-2022 00:00,77.41,15.97,0.83,25.58,28.48,71.24
06-10-2022 00:00,07-10-2022 00:00,99.42,13.76,0.74,22.72,28.42,77.45
07-10-2022 00:00,08-10-2022 00:00,129.15,12.16,0.8,15.93,28.52,68.91
08-10-2022 00:00,09-10-2022 00:00,90.04,12.56,1.04,15.67,28.63,65.91
09-10-2022 00:00,10-10-2022 00:00,96.6,11.19,1.04,11.41,29.14,76.62
10-10-2022 00:00,11-10-2022 00:00,63.32,11.77,0.85,11.31,29.63,75.68
11-10-2022 00:00,12-10-2022 00:00,64.67,12.07,0.76,14.18,29.16,75.17
12-10-2022 00:00,13-10-2022 00:00,69.67,11.47,0.78,17.71,29.36,73.1
13-10-2022 00:00,14-10-2022 00:00,63.9,14.88,0.85,20.07,29.48,73.08
14-10-2022 00:00,15-10-2022 00:00,61.42,18.15,1.05,19.66,28.61,82.65
15-10-2022 00:00,16-10-2022 00:00,54.67,17.21,1.1,12.93,28.72,79.07
16-10-2022 00:00,17-10-2022 00:00,51.84,14.56,0.87,16.42,28.33,79.32
17-10-2022 00:00,18-10-2022 00:00,62.12,12.52,0.95,11.44,28.72,72.92
18-10-2022 00:00,19-10-2022 00:00,87.27,15.58,1.09,15.05,28.5,78.58
19-10-2022 00:00,20-10-2022 00:00,81.3,21.05,1.01,16.37,29.4,72.12
20-10-2022 00:00,21-10-2022 00:00,86.03,21.1,1.16,16.87,28.14,74.61
21-10-2022 00:00,22-10-2022 00:00,96.09,19.82,1.28,11.28,28.92,69.62
22-10-2022 00:00,23-10-2022 00:00,125.28,27.49,1.52,11.42,28.7,64.92
23-10-2022 00:00,24-10-2022 00:00,120.45,23.1,1.03,15.89,28.33,55.89
24-10-2022 00:00,25-10-2022 00:00,162.95,23.21,0.89,9.81,27,44.31
25-10-2022 00:00,26-10-2022 00:00,177.71,21.19,1.12,5.74,26.4,48
26-10-2022 00:00,27-10-2022 00:00,238.66,29.02,1.49,4.48,27.29,46.86
27-10-2022 00:00,28-10-2022 00:00,122.93,24.43,1.2,4.35,28.3,46.68
28-10-2022 00:00,29-10-2022 00:00,118.59,18.54,1.11,4.36,28.82,43.74
29-10-2022 00:00,30-10-2022 00:00,100.84,17.64,1.15,4.48,28.51,43.71
30-10-2022 00:00,31-10-2022 00:00,109.59,16.01,1.05,4.59,28.93,42.02
31-10-2022 00:00,01-11-2022 00:00,152.26,23.51,1.3,3.46,28.56,43.02
01-11-2022 00:00,02-11-2022 00:00,103.67,16.32,1.13,4.48,28.93,43.65
02-11-2022 00:00,03-11-2022 00:00,67.9,10.96,1.19,6.19,27.4,43.01
03-11-2022 00:00,04-11-2022 00:00,90.16,11.71,1.4,4.66,27.87,43.36
04-11-2022 00:00,05-11-2022 00:00,80.09,12.11,1.13,4.87,28.09,43.07
05-11-2022 00:00,06-11-2022 00:00,84.43,12.04,0.99,5,28.23,43.21
06-11-2022 00:00,07-11-2022 00:00,100.38,13.44,1.09,4.19,27.86,43.61
07-11-2022 00:00,08-11-2022 00:00,150.41,19.34,1.46,4.32,27.46,43.48
08-11-2022 00:00,09-11-2022 00:00,133.95,17.98,1.33,4.08,28.49,43.36
09-11-2022 00:00,10-11-2022 00:00,138.96,19.84,1.23,5.15,28,43.38
10-11-2022 00:00,11-11-2022 00:00,127.42,17.75,1.12,4.75,27.23,43.58
11-11-2022 00:00,12-11-2022 00:00,141.72,19.59,1.19,4.15,26.01,44.04
12-11-2022 00:00,13-11-2022 00:00,72.78,13.55,1.37,5.15,26.16,44.11
13-11-2022 00:00,14-11-2022 00:00,35,7.62,0.8,5.88,26.98,45.75
14-11-2022 00:00,15-11-2022 00:00,71.9,8.84,1.44,9.24,25.7,43.74
15-11-2022 00:00,16-11-2022 00:00,129.35,16.2,1.22,7.39,23.35,43.38
16-11-2022 00:00,17-11-2022 00:00,149.92,17.9,1.22,6.98,24.63,43.36
17-11-2022 00:00,18-11-2022 00:00,170.3,24.09,1.43,6.42,24.04,43.55
18-11-2022 00:00,19-11-2022 00:00,142.06,24.64,1.4,5.64,23.98,43.57
19-11-2022 00:00,20-11-2022 00:00,133.59,24.83,1.35,5.47,27.44,44.07
20-11-2022 00:00,21-11-2022 00:00,123.29,23.1,1.18,4.93,23.88,44.01
21-11-2022 00:00,22-11-2022 00:00,75.64,23.58,1.19,4.91,23.97,43.76
22-11-2022 00:00,23-11-2022 00:00,103.12,9.7,1.24,6.21,24.29,43.92
23-11-2022 00:00,24-11-2022 00:00,93.2,6.24,1.17,6.3,23.75,43.72
24-11-2022 00:00,25-11-2022 00:00,102.32,4.38,1.22,6.06,24.05,43.9
25-11-2022 00:00,26-11-2022 00:00,117.6,4.73,1.13,5.91,24.63,43.18
26-11-2022 00:00,27-11-2022 00:00,101.27,2.82,1.02,5.73,24.86,43.1
27-11-2022 00:00,28-11-2022 00:00,101.38,3.83,0.85,4.92,25.06,43.25
28-11-2022 00:00,29-11-2022 00:00,145.94,5.37,1.14,4.61,25.63,43.39
29-11-2022 00:00,30-11-2022 00:00,171.79,7.76,1.32,4.83,24.85,43.32
30-11-2022 00:00,01-12-2022 00:00,161.17,5.99,1.26,4.01,25.32,43.67
01-12-2022 00:00,02-12-2022 00:00,122.53,3,1.11,5.42,24.36,44.01
02-12-2022 00:00,03-12-2022 00:00,75.28,1.4,1.08,5.68,24.73,43.38
03-12-2022 00:00,04-12-2022 00:00,56.85,24.07,0.92,5.77,25.24,43.35
04-12-2022 00:00,05-12-2022 00:00,68.81,24.07,0.85,5.33,25.56,43.34
05-12-2022 00:00,06-12-2022 00:00,98.35,2.85,1.1,5.56,24.79,43.44
06-12-2022 00:00,07-12-2022 00:00,128.95,3.71,1.32,5.33,25.11,43.42
07-12-2022 00:00,08-12-2022 00:00,125.62,4.81,1.32,5.63,25.12,43.8
08-12-2022 00:00,09-12-2022 00:00,110.77,5.99,1.08,6.78,24.88,43.98
09-12-2022 00:00,10-12-2022 00:00,96.65,6.38,0.99,6.8,25.33,44.59
10-12-2022 00:00,11-12-2022 00:00,29.63,24.07,0.8,6.73,26.57,47.69
11-12-2022 00:00,12-12-2022 00:00,28.19,24.07,1,5.54,27.16,44.94
12-12-2022 00:00,13-12-2022 00:00,38.48,24.07,1.02,5.42,27.26,44.47
13-12-2022 00:00,14-12-2022 00:00,46.66,0.33,0.89,5.6,27.23,43.51
14-12-2022 00:00,15-12-2022 00:00,54.92,0.6,0.99,5.55,26.83,42
15-12-2022 00:00,16-12-2022 00:00,75.75,4.19,1.19,6.22,26.72,42.59
16-12-2022 00:00,17-12-2022 00:00,105.57,3.84,1.19,6.39,26.52,43.55
17-12-2022 00:00,18-12-2022 00:00,103.61,3.31,1.24,6.54,27.3,43.7
18-12-2022 00:00,19-12-2022 00:00,115.26,3.49,1.05,6.8,26.72,43.86
19-12-2022 00:00,20-12-2022 00:00,107.18,5.33,1.08,7.43,27.06,43.94
20-12-2022 00:00,21-12-2022 00:00,84.13,5.81,0.98,9.7,27.92,43.78
21-12-2022 00:00,22-12-2022 00:00,92.47,4.19,1.28,15.93,26.37,43.68
22-12-2022 00:00,23-12-2022 00:00,97.87,6.13,1.21,17.83,25.15,43.65
23-12-2022 00:00,24-12-2022 00:00,114.57,6.87,1.35,18.07,25.29,43.71
24-12-2022 00:00,25-12-2022 00:00,105.29,6.25,1.19,17.47,25.75,43.69
25-12-2022 00:00,26-12-2022 00:00,59.09,1.15,1.06,19.66,25.64,43.69
26-12-2022 00:00,27-12-2022 00:00,44.4,24.07,0.95,20.4,25.44,43.32
27-12-2022 00:00,28-12-2022 00:00,44.81,0.25,0.86,20.95,25.5,43.87
28-12-2022 00:00,29-12-2022 00:00,46.06,24.07,0.75,20.97,25.78,43.45
29-12-2022 00:00,30-12-2022 00:00,52.71,2.27,0.93,20.97,25.54,43.49
30-12-2022 00:00,31-12-2022 00:00,72.02,1.93,1.23,21.92,24.82,44.61
31-12-2022 00:00,01-01-2023 00:00,101.55,61.87,1.22,22.76,27.89,43.53
01-01-2023 00:00,02-01-2023 00:00,101.75,68.94,1.01,20.99,27.24,43.55
02-01-2023 00:00,03-01-2023 00:00,88.86,65.47,0.86,21.52,27.11,43.82
03-01-2023 00:00,04-01-2023 00:00,85.41,66.87,0.79,21.61,27.49,43.98
04-01-2023 00:00,05-01-2023 00:00,91.3,64.38,0.89,21.34,26.62,44.05
05-01-2023 00:00,06-01-2023 00:00,83.3,61.61,0.86,22.15,26.49,44.18
06-01-2023 00:00,07-01-2023 00:00,104.88,83.2,0.94,22.11,27.2,44.14
07-01-2023 00:00,08-01-2023 00:00,117.76,86.68,1.18,21.78,26.78,44.05
08-01-2023 00:00,09-01-2023 00:00,141.95,53.82,1.27,21.92,28.19,44.04
09-01-2023 00:00,10-01-2023 00:00,133.67,0.25,1.33,21.76,26.64,44.07
10-01-2023 00:00,11-01-2023 00:00,118.7,0.1,1.05,22.14,26.86,44.24
11-01-2023 00:00,12-01-2023 00:00,108.14,0.5,1.07,22,26.29,43.94
12-01-2023 00:00,13-01-2023 00:00,121.41,24.07,1.31,21.93,25.33,43.68
13-01-2023 00:00,14-01-2023 00:00,120.67,24.07,1.19,22.77,25.45,43.71
14-01-2023 00:00,15-01-2023 00:00,123.25,24.07,1.45,23.01,26.12,43.85
15-01-2023 00:00,16-01-2023 00:00,137.65,24.07,0.99,23.15,25.67,43.72
16-01-2023 00:00,17-01-2023 00:00,134.37,0.2,1.21,22.55,26.08,43.67
17-01-2023 00:00,18-01-2023 00:00,93.96,0.4,0.77,22.93,26.63,43.88
18-01-2023 00:00,19-01-2023 00:00,90.45,0.1,0.93,21.84,25.83,44.05
19-01-2023 00:00,20-01-2023 00:00,106.96,24.07,1,21.85,29.24,44.03
20-01-2023 00:00,21-01-2023 00:00,97.51,0.2,0.84,22.07,25.59,44.16
21-01-2023 00:00,22-01-2023 00:00,95.28,24.07,0.76,21.57,25.12,44.67
22-01-2023 00:00,23-01-2023 00:00,75.64,24.07,0.74,23.56,26.04,63.45
23-01-2023 00:00,24-01-2023 00:00,84.37,96.84,1.28,22.76,26.22,43.83
24-01-2023 00:00,25-01-2023 00:00,72.83,0.9,0.72,21.24,25.48,44.04
25-01-2023 00:00,26-01-2023 00:00,86.2,0.3,0.84,21.69,26.03,43.94
26-01-2023 00:00,27-01-2023 00:00,95.11,24.07,0.77,21.61,25.91,43.85
27-01-2023 00:00,28-01-2023 00:00,115.5,24.07,0.95,22.28,23.46,43.77
28-01-2023 00:00,29-01-2023 00:00,120.78,12.47,0.92,21.47,24.07,43.71
29-01-2023 00:00,30-01-2023 00:00,107.38,24.07,0.84,21.9,24.17,43.73
30-01-2023 00:00,31-01-2023 00:00,116.62,24.07,1.06,21,25.17,43.73
31-01-2023 00:00,01-02-2023 00:00,112.71,24.07,1.19,20.71,25.22,43.47
01-02-2023 00:00,02-02-2023 00:00,169.85,34.75,1.14,20.96,25.66,43.7
02-02-2023 00:00,03-02-2023 00:00,110.61,24.07,1.1,22.8,24.71,44.09
03-02-2023 00:00,04-02-2023 00:00,115.43,24.07,1.07,21.62,26.46,44.06
04-02-2023 00:00,05-02-2023 00:00,106.49,24.07,0.98,21.67,26.24,43.29
05-02-2023 00:00,06-02-2023 00:00,100.46,24.07,0.87,22.91,22.26,43.03
06-02-2023 00:00,07-02-2023 00:00,109.46,24.07,1.32,23.17,21.7,43.21
07-02-2023 00:00,08-02-2023 00:00,111.35,24.07,1.08,24.67,22.46,43.02
08-02-2023 00:00,09-02-2023 00:00,134.14,89.5,1.19,23.28,22.61,42.89
09-02-2023 00:00,10-02-2023 00:00,128.13,80.03,1.12,20.7,23.77,43.14
10-02-2023 00:00,11-02-2023 00:00,130.6,80.35,1.26,21.8,23.76,43.06
11-02-2023 00:00,12-02-2023 00:00,132.79,83.67,1.37,22.05,24.4,43.04
12-02-2023 00:00,13-02-2023 00:00,114.38,70.88,0.95,21.94,24.41,43.05
13-02-2023 00:00,14-02-2023 00:00,132.75,89.3,1.16,22,24.73,42.96
14-02-2023 00:00,15-02-2023 00:00,133.62,94.22,1.28,25.37,24.57,42.98
15-02-2023 00:00,16-02-2023 00:00,134.48,89.31,1.24,20.9,24.88,43.14
16-02-2023 00:00,17-02-2023 00:00,132.8,87.6,1.03,21.57,24.95,43.06
17-02-2023 00:00,18-02-2023 00:00,122.96,83.69,1.09,20.77,25.22,43.26
18-02-2023 00:00,19-02-2023 00:00,138.84,80.76,1.16,20.54,25.44,43.14
19-02-2023 00:00,20-02-2023 00:00,87.79,59.75,0.89,20.87,25.53,43.16
20-02-2023 00:00,21-02-2023 00:00,97.79,68.62,1.11,19.39,25.47,43.09
21-02-2023 00:00,22-02-2023 00:00,123.64,82.58,1.15,21.6,25.61,43
22-02-2023 00:00,23-02-2023 00:00,136.74,86.47,1.01,19.68,25.95,43.04
23-02-2023 00:00,24-02-2023 00:00,143.99,88.17,1.14,21.2,25.81,43.23
24-02-2023 00:00,25-02-2023 00:00,100.72,75.25,1.05,17.41,26.01,43.21
25-02-2023 00:00,26-02-2023 00:00,114.67,85.97,1.14,17.96,26.38,43.05
26-02-2023 00:00,27-02-2023 00:00,111.55,80.64,0.86,23.05,25.82,43.16
27-02-2023 00:00,28-02-2023 00:00,94.1,74.41,0.95,21.54,25.71,43.45
28-02-2023 00:00,01-03-2023 00:00,104.24,76.68,1,21.87,25.85,43.4
01-03-2023 00:00,02-03-2023 00:00,96.81,62.32,0.98,20.95,26.9,43.38
02-03-2023 00:00,03-03-2023 00:00,105.76,75.22,0.84,21.35,26.1,43.36
03-03-2023 00:00,04-03-2023 00:00,116.22,84.18,0.89,22.06,25.87,43.4
04-03-2023 00:00,05-03-2023 00:00,103.62,85.95,0.98,21.71,26.96,43.14
05-03-2023 00:00,06-03-2023 00:00,95.3,74.51,0.83,21.31,27.57,43.09
06-03-2023 00:00,07-03-2023 00:00,102.74,77.03,0.91,20.57,27.81,43.17
07-03-2023 00:00,08-03-2023 00:00,98.18,74.05,0.91,20.3,27.83,43.24
08-03-2023 00:00,09-03-2023 00:00,94.96,70.93,0.84,20.21,27.89,43.29
09-03-2023 00:00,10-03-2023 00:00,97.44,81.24,0.89,21.08,27.5,43.29
10-03-2023 00:00,11-03-2023 00:00,96.87,71.32,0.99,20.54,28.26,43.42
11-03-2023 00:00,12-03-2023 00:00,107.38,76.29,1.01,20.68,28.54,43.35
12-03-2023 00:00,13-03-2023 00:00,77.33,49.84,0.74,20,29.1,43.39
13-03-2023 00:00,14-03-2023 00:00,79.98,49.02,0.87,19.18,30.56,43.07
14-03-2023 00:00,15-03-2023 00:00,97.21,47.23,0.84,21.01,28.5,43.83
15-03-2023 00:00,16-03-2023 00:00,75.64,34.23,1.65,18.49,24.04,43
16-03-2023 00:00,17-03-2023 00:00,81.86,50.96,1.09,9.78,31.15,42.55
17-03-2023 00:00,18-03-2023 00:00,69.97,45.66,0.67,17.55,30.28,42.98
18-03-2023 00:00,19-03-2023 00:00,49.23,33.89,0.74,17.67,29.11,43.18
19-03-2023 00:00,20-03-2023 00:00,53.97,34.37,0.5,18.13,29.08,43.12
20-03-2023 00:00,21-03-2023 00:00,58.76,28.22,0.75,19.37,29.36,43.19
21-03-2023 00:00,22-03-2023 00:00,75.64,75.64,1.03,23.56,29.26,43.08
22-03-2023 00:00,23-03-2023 00:00,75.64,75.64,0.88,23.56,29.97,42.87
23-03-2023 00:00,24-03-2023 00:00,75.64,24.07,1.09,23.56,31.16,42.87
24-03-2023 00:00,25-03-2023 00:00,75.64,24.07,0.71,23.56,32.22,42.84
25-03-2023 00:00,26-03-2023 00:00,55.76,32.15,0.33,23.98,32.3,42.91
26-03-2023 00:00,27-03-2023 00:00,71.61,45.21,2.74,25.71,30.64,42.72
27-03-2023 00:00,28-03-2023 00:00,95.1,61.26,1.27,21.77,31.94,42.73
28-03-2023 00:00,29-03-2023 00:00,112.72,72.24,1.05,23.52,32.83,42.59
29-03-2023 00:00,30-03-2023 00:00,75.51,38.32,0.61,22.16,33.29,42.96
30-03-2023 00:00,31-03-2023 00:00,73.34,50.33,1.01,22.41,32.64,43.08
31-03-2023 00:00,01-04-2023 00:00,68.81,46.16,0.97,23.06,32.54,42.93
01-04-2023 00:00,02-04-2023 00:00,72.36,44.17,0.7,23.13,33.21,42.77
02-04-2023 00:00,03-04-2023 00:00,64.18,36.51,0.61,23.23,33.41,42.87
03-04-2023 00:00,04-04-2023 00:00,91.72,45.26,1.32,22.08,33.74,42.93
04-04-2023 00:00,05-04-2023 00:00,52.08,34.65,0.81,21.85,31.77,43.45
05-04-2023 00:00,06-04-2023 00:00,104.12,58.13,0.81,22.4,33.83,42.88
06-04-2023 00:00,07-04-2023 00:00,75.84,45.73,0.71,21.46,35.23,43.05
07-04-2023 00:00,08-04-2023 00:00,81.58,36.83,0.61,22.11,33.4,43
08-04-2023 00:00,09-04-2023 00:00,80.55,56.01,0.71,21.41,30.88,42.83
09-04-2023 00:00,10-04-2023 00:00,68.78,43.76,0.56,21.81,30.8,42.84
10-04-2023 00:00,11-04-2023 00:00,65.35,47.43,0.74,21.31,31.33,42.77
11-04-2023 00:00,12-04-2023 00:00,71.82,59.18,0.82,21.97,32.02,42.69
12-04-2023 00:00,13-04-2023 00:00,90.92,65.02,0.84,20.25,32.08,42.56
13-04-2023 00:00,14-04-2023 00:00,97.41,67.52,0.88,22.31,32.48,42.41
14-04-2023 00:00,15-04-2023 00:00,85.75,64.88,0.96,22.17,32.72,42.37
15-04-2023 00:00,16-04-2023 00:00,108.6,73.24,1.14,20.89,32.05,42.56
16-04-2023 00:00,17-04-2023 00:00,109.28,68.15,1.36,23.19,28.74,42.37
17-04-2023 00:00,18-04-2023 00:00,94.64,57.85,0.97,25.03,24.86,42.22
18-04-2023 00:00,19-04-2023 00:00,90.72,58.6,1.23,25.19,25.02,41.93
19-04-2023 00:00,20-04-2023 00:00,94.13,57.49,1.5,23.85,25.14,41.94
20-04-2023 00:00,21-04-2023 00:00,90.35,40.43,1.1,20.57,25.04,42.24
21-04-2023 00:00,22-04-2023 00:00,101.57,47.24,0.93,19.63,24.77,42.58
22-04-2023 00:00,23-04-2023 00:00,78.76,43.11,0.89,20.43,24.59,42.43
23-04-2023 00:00,24-04-2023 00:00,66.43,40.95,0.76,19.09,25.19,42.22
24-04-2023 00:00,25-04-2023 00:00,52.57,29.96,0.96,20.06,25.46,42.32
25-04-2023 00:00,26-04-2023 00:00,44.88,27.34,0.67,19.16,26.01,42.55
26-04-2023 00:00,27-04-2023 00:00,62.06,39.3,1.18,19,25.74,42.47
27-04-2023 00:00,28-04-2023 00:00,74.35,30.91,0.69,18.66,25.96,42.43
28-04-2023 00:00,29-04-2023 00:00,55.99,27.2,0.64,19.29,26.01,42.43
29-04-2023 00:00,30-04-2023 00:00,69.63,36.63,0.92,18.47,25.88,42.77
30-04-2023 00:00,01-05-2023 00:00,45.62,23.57,0.77,18.29,25.81,42.84
01-05-2023 00:00,02-05-2023 00:00,39,33.02,0.98,19.18,25.77,43.34
02-05-2023 00:00,03-05-2023 00:00,38.55,35.91,0.8,20.13,25.64,43
03-05-2023 00:00,04-05-2023 00:00,46.85,34.74,1.53,20.4,26.07,43.74
04-05-2023 00:00,05-05-2023 00:00,54.5,44.57,1.25,20.09,24.48,43.8
05-05-2023 00:00,06-05-2023 00:00,41.64,34.85,0.73,20.3,25.14,43.4
06-05-2023 00:00,07-05-2023 00:00,93.4,34.09,1.17,20.16,25.31,43.83
07-05-2023 00:00,08-05-2023 00:00,48.35,31.83,0.98,20.52,25.45,43.67
08-05-2023 00:00,09-05-2023 00:00,54.99,35.34,1.37,20.38,25.76,44.16
09-05-2023 00:00,10-05-2023 00:00,54.57,37.67,0.79,20.56,25.22,40.99
10-05-2023 00:00,11-05-2023 00:00,64.12,36.77,1.34,20.62,25.19,36.9
11-05-2023 00:00,12-05-2023 00:00,63.77,35.27,0.9,20.37,25.44,34.85
12-05-2023 00:00,13-05-2023 00:00,74.38,36.31,0.89,20.5,25.68,40.86
13-05-2023 00:00,14-05-2023 00:00,61.95,29.01,0.69,20.49,25.82,36.48
